IMPERIAL COLLEGE SUPERSONIC WIND TUNNEL -  NETSCANNER PRESSURE RESULTS FILE - UNIT 2 
Run time: 09:28:01 21-11-2022
Barometric pressure: 0.9994 BarA
Nozzle: Mach 2.0
Camera delay (ms): 0.0000
Missed Packets:  0
Pressure quoted in units of BarA
Time[s], PIV,Ch17(193.0mm),Ch18(383.0mm),Ch19(403.0mm),Ch20(423.0mm),Ch21(443.0mm),Ch22(463.0mm),Ch23(483.0mm),Ch24(503.0mm),Ch25(523.0mm),Ch26(543.0mm),Ch27(563.0mm),Ch28(583.0mm),Ch29(363.0mm),Ch30(0.0mm),Ch31(0.0mm),Ch32(0.0mm),Kulite
24.65000,0.00000,0.25507,0.23774,0.23958,0.25085,0.23692,0.38990,0.53196,0.48877,0.41938,0.32179,0.32841,0.32147,0.23803,0.99952,0.99954,0.99955,0.00000
24.66000,0.00000,0.25512,0.23774,0.23979,0.25070,0.23697,0.38996,0.53191,0.48903,0.41949,0.32184,0.32872,0.32137,0.23793,0.99957,0.99954,0.99961,0.00000
24.67000,0.00000,0.25507,0.23785,0.23958,0.25080,0.23692,0.39001,0.53191,0.48903,0.41949,0.32184,0.32887,0.32147,0.23793,0.99952,0.99954,0.99955,0.00000
24.68000,0.00000,0.25512,0.23785,0.23968,0.25070,0.23692,0.39006,0.53196,0.48913,0.41938,0.32179,0.32897,0.32137,0.23793,0.99947,0.99949,0.99945,0.00000
24.69000,0.00000,0.25512,0.23795,0.23958,0.25090,0.23697,0.38929,0.53186,0.48919,0.41944,0.32173,0.32912,0.32137,0.23798,0.99957,0.99949,0.99961,0.00000
24.70000,0.00000,0.25492,0.23774,0.23952,0.25064,0.23687,0.38872,0.53170,0.48908,0.41944,0.32168,0.32912,0.32118,0.23788,0.99952,0.99943,0.99961,0.00000
24.71000,0.00000,0.25502,0.23790,0.23963,0.25059,0.23687,0.38960,0.53186,0.48919,0.41965,0.32173,0.32892,0.32132,0.23788,0.99942,0.99938,0.99950,0.00000
24.72000,0.00000,0.25497,0.23779,0.23958,0.25070,0.23687,0.38996,0.53176,0.48919,0.41954,0.32179,0.32851,0.32142,0.23798,0.99947,0.99954,0.99950,0.00000
24.73000,0.00000,0.25476,0.23769,0.23958,0.25054,0.23687,0.39006,0.53170,0.48892,0.41949,0.32168,0.32836,0.32118,0.23788,0.99942,0.99954,0.99961,0.00000
24.74000,0.00000,0.25476,0.23764,0.23942,0.25054,0.23660,0.38949,0.53145,0.48887,0.41944,0.32148,0.32781,0.32118,0.23793,0.99942,0.99943,0.99966,0.00000
24.75000,0.00000,0.25471,0.23764,0.23942,0.25049,0.23660,0.38924,0.53150,0.48877,0.41944,0.32138,0.32791,0.32118,0.23777,0.99952,0.99943,0.99961,0.00000
24.76000,0.00000,0.25486,0.23769,0.23947,0.25059,0.23681,0.38846,0.53160,0.48887,0.41923,0.32143,0.32836,0.32113,0.23762,0.99963,0.99933,0.99955,0.00000
24.77000,0.00000,0.25441,0.23753,0.23942,0.25064,0.23655,0.38815,0.53155,0.48892,0.41933,0.32148,0.32851,0.32103,0.23788,0.99957,0.99943,0.99945,0.00000
24.78000,0.00000,0.25466,0.23743,0.23926,0.25059,0.23645,0.38893,0.53155,0.48877,0.41923,0.32148,0.32872,0.32099,0.23762,0.99957,0.99954,0.99940,0.00000
24.79000,0.00000,0.25456,0.23758,0.23921,0.25044,0.23650,0.38785,0.53160,0.48856,0.41923,0.32138,0.32897,0.32089,0.23767,0.99973,0.99933,0.99945,0.00000
24.80000,0.00000,0.25451,0.23743,0.23926,0.25044,0.23650,0.38754,0.53150,0.48840,0.41907,0.32133,0.32846,0.32084,0.23767,0.99942,0.99954,0.99945,0.00000
24.81000,0.00000,0.25436,0.23748,0.23921,0.25059,0.23645,0.38826,0.53150,0.48814,0.41917,0.32133,0.32892,0.32089,0.23772,0.99947,0.99954,0.99961,0.00000
24.82000,0.00000,0.25466,0.23753,0.23942,0.25049,0.23660,0.38882,0.53145,0.48840,0.41917,0.32133,0.32857,0.32094,0.23767,0.99952,0.99943,0.99950,0.00000
24.83000,0.00000,0.25451,0.23764,0.23937,0.25054,0.23655,0.38867,0.53150,0.48866,0.41917,0.32138,0.32867,0.32099,0.23757,0.99952,0.99949,0.99945,0.00000
24.84000,0.00000,0.25461,0.23758,0.23952,0.25044,0.23671,0.38867,0.53165,0.48856,0.41923,0.32122,0.32862,0.32084,0.23762,0.99947,0.99933,0.99961,0.00000
24.85000,0.00000,0.25441,0.23748,0.23931,0.25039,0.23666,0.38790,0.53135,0.48840,0.41923,0.32122,0.32862,0.32089,0.23767,0.99952,0.99949,0.99961,0.00000
24.86000,0.00000,0.25451,0.23737,0.23916,0.25029,0.23645,0.38821,0.53135,0.48825,0.41901,0.32117,0.32786,0.32094,0.23767,0.99942,0.99943,0.99950,0.00000
24.87000,0.00000,0.25426,0.23737,0.23916,0.25034,0.23634,0.38841,0.53109,0.48809,0.41886,0.32107,0.32751,0.32084,0.23752,0.99952,0.99943,0.99950,0.00000
24.88000,0.00000,0.25441,0.23737,0.23910,0.25029,0.23645,0.38815,0.53125,0.48793,0.41886,0.32102,0.32756,0.32099,0.23762,0.99947,0.99949,0.99950,0.00000
24.89000,0.00000,0.25431,0.23732,0.23910,0.25029,0.23655,0.38790,0.53114,0.48788,0.41891,0.32092,0.32761,0.32079,0.23752,0.99952,0.99943,0.99961,0.00000
24.90000,0.00000,0.25421,0.23727,0.23900,0.25034,0.23639,0.38857,0.53109,0.48793,0.41886,0.32092,0.32746,0.32079,0.23752,0.99947,0.99933,0.99950,0.00000
24.91000,0.00000,0.25436,0.23727,0.23921,0.25034,0.23629,0.38851,0.53094,0.48793,0.41891,0.32081,0.32746,0.32070,0.23757,0.99947,0.99943,0.99961,0.00000
24.92000,0.00000,0.25426,0.23737,0.23910,0.25014,0.23624,0.38888,0.53079,0.48783,0.41875,0.32097,0.32720,0.32065,0.23757,0.99942,0.99949,0.99950,0.00000
24.93000,0.00000,0.25411,0.23716,0.23889,0.25004,0.23597,0.38831,0.53069,0.48751,0.41870,0.32092,0.32695,0.32070,0.23731,0.99957,0.99949,0.99971,0.00000
24.94000,0.00000,0.25426,0.23716,0.23868,0.25014,0.23603,0.38882,0.53048,0.48736,0.41870,0.32061,0.32589,0.32065,0.23731,0.99947,0.99949,0.99966,0.00000
24.95000,0.00000,0.25416,0.23722,0.23879,0.25004,0.23618,0.38821,0.53053,0.48741,0.41854,0.32051,0.32604,0.32084,0.23721,0.99957,0.99949,0.99945,0.00000
24.96000,0.00000,0.25406,0.23701,0.23879,0.24999,0.23608,0.38805,0.53053,0.48751,0.41849,0.32056,0.32569,0.32079,0.23726,0.99952,0.99938,0.99950,0.00000
24.97000,0.00000,0.25411,0.23701,0.23884,0.25014,0.23613,0.38867,0.53048,0.48736,0.41843,0.32045,0.32584,0.32075,0.23721,0.99947,0.99949,0.99955,0.00000
24.98000,0.00000,0.25416,0.23711,0.23889,0.24999,0.23618,0.38862,0.53053,0.48751,0.41870,0.32066,0.32604,0.32070,0.23726,0.99957,0.99949,0.99961,0.00000
24.99000,0.00000,0.25436,0.23716,0.23884,0.24999,0.23629,0.38857,0.53048,0.48778,0.41870,0.32061,0.32609,0.32060,0.23726,0.99952,0.99949,0.99950,0.00000
25.00000,0.00000,0.25416,0.23711,0.23884,0.25014,0.23629,0.38867,0.53074,0.48783,0.41864,0.32066,0.32650,0.32070,0.23726,0.99957,0.99943,0.99955,0.00000
25.01000,0.00000,0.25421,0.23722,0.23910,0.25004,0.23629,0.38949,0.53064,0.48772,0.41870,0.32066,0.32700,0.32060,0.23736,0.99937,0.99954,0.99955,0.00000
25.02000,0.00000,0.25416,0.23727,0.23900,0.25009,0.23629,0.38970,0.53053,0.48762,0.41864,0.32066,0.32715,0.32065,0.23716,0.99952,0.99943,0.99950,0.00000
25.03000,0.00000,0.25426,0.23722,0.23916,0.24999,0.23629,0.38954,0.53048,0.48783,0.41864,0.32097,0.32735,0.32051,0.23741,0.99963,0.99943,0.99950,0.00000
25.04000,0.00000,0.25416,0.23727,0.23910,0.25009,0.23645,0.38857,0.53038,0.48778,0.41870,0.32076,0.32741,0.32046,0.23726,0.99957,0.99943,0.99966,0.00000
25.05000,0.00000,0.25436,0.23716,0.23910,0.24999,0.23629,0.38867,0.53038,0.48772,0.41870,0.32092,0.32746,0.32046,0.23726,0.99942,0.99938,0.99961,0.00000
25.06000,0.00000,0.25426,0.23722,0.23916,0.25019,0.23645,0.38769,0.53058,0.48772,0.41870,0.32076,0.32766,0.32051,0.23726,0.99952,0.99928,0.99950,0.00000
25.07000,0.00000,0.25451,0.23727,0.23926,0.25004,0.23639,0.38800,0.53058,0.48798,0.41859,0.32097,0.32710,0.32079,0.23741,0.99942,0.99938,0.99961,0.00000
25.08000,0.00000,0.25441,0.23748,0.23926,0.25014,0.23639,0.38774,0.53048,0.48778,0.41859,0.32092,0.32650,0.32089,0.23736,0.99963,0.99954,0.99955,0.00000
25.09000,0.00000,0.25426,0.23748,0.23921,0.25014,0.23645,0.38764,0.53048,0.48788,0.41864,0.32092,0.32655,0.32089,0.23736,0.99952,0.99933,0.99945,0.00000
25.10000,0.00000,0.25451,0.23737,0.23937,0.25019,0.23650,0.38805,0.53053,0.48778,0.41870,0.32081,0.32700,0.32084,0.23736,0.99957,0.99938,0.99945,0.00000
25.11000,0.00000,0.25446,0.23748,0.23916,0.25014,0.23660,0.38821,0.53064,0.48772,0.41875,0.32092,0.32746,0.32079,0.23746,0.99947,0.99949,0.99945,0.00000
25.12000,0.00000,0.25436,0.23732,0.23921,0.25024,0.23650,0.38841,0.53064,0.48793,0.41864,0.32092,0.32786,0.32089,0.23736,0.99947,0.99928,0.99955,0.00000
25.13000,0.00000,0.25436,0.23737,0.23905,0.25039,0.23624,0.38826,0.53074,0.48778,0.41880,0.32102,0.32781,0.32079,0.23741,0.99952,0.99954,0.99950,0.00000
25.14000,0.00000,0.25441,0.23732,0.23926,0.25029,0.23624,0.38929,0.53084,0.48772,0.41859,0.32092,0.32791,0.32070,0.23746,0.99963,0.99943,0.99950,0.00000
25.15000,0.00000,0.25421,0.23716,0.23900,0.25014,0.23634,0.38872,0.53079,0.48751,0.41843,0.32092,0.32796,0.32060,0.23746,0.99947,0.99954,0.99940,0.00000
25.16000,0.00000,0.25421,0.23706,0.23910,0.24989,0.23624,0.38939,0.53058,0.48741,0.41843,0.32076,0.32806,0.32046,0.23741,0.99947,0.99949,0.99950,0.00000
25.17000,0.00000,0.25416,0.23716,0.23894,0.25014,0.23618,0.38867,0.53043,0.48741,0.41849,0.32066,0.32821,0.32041,0.23736,0.99963,0.99943,0.99961,0.00000
25.18000,0.00000,0.25431,0.23722,0.23889,0.24989,0.23639,0.38882,0.53058,0.48736,0.41859,0.32076,0.32786,0.32046,0.23726,0.99942,0.99938,0.99955,0.00000
25.19000,0.00000,0.25421,0.23711,0.23910,0.25004,0.23634,0.38939,0.53064,0.48757,0.41864,0.32076,0.32791,0.32070,0.23746,0.99952,0.99954,0.99961,0.00000
25.20000,0.00000,0.25436,0.23716,0.23926,0.25019,0.23645,0.38888,0.53053,0.48767,0.41870,0.32081,0.32811,0.32075,0.23746,0.99952,0.99943,0.99955,0.00000
25.21000,0.00000,0.25446,0.23732,0.23921,0.25019,0.23650,0.38960,0.53069,0.48804,0.41875,0.32092,0.32796,0.32089,0.23741,0.99952,0.99949,0.99945,0.00000
25.22000,0.00000,0.25466,0.23748,0.23931,0.25029,0.23660,0.38970,0.53069,0.48798,0.41875,0.32107,0.32821,0.32084,0.23757,0.99947,0.99938,0.99955,0.00000
25.23000,0.00000,0.25446,0.23743,0.23952,0.25044,0.23671,0.38975,0.53069,0.48830,0.41891,0.32097,0.32857,0.32099,0.23757,0.99957,0.99943,0.99961,0.00000
25.24000,0.00000,0.25476,0.23764,0.23952,0.25044,0.23671,0.38975,0.53084,0.48840,0.41907,0.32122,0.32877,0.32108,0.23767,0.99952,0.99949,0.99950,0.00000
25.25000,0.00000,0.25471,0.23758,0.23963,0.25049,0.23681,0.38944,0.53114,0.48840,0.41901,0.32133,0.32922,0.32099,0.23772,0.99957,0.99938,0.99955,0.00000
25.26000,0.00000,0.25471,0.23764,0.23952,0.25049,0.23681,0.39006,0.53120,0.48866,0.41901,0.32138,0.32937,0.32108,0.23777,0.99952,0.99959,0.99955,0.00000
25.27000,0.00000,0.25476,0.23769,0.23974,0.25039,0.23697,0.39006,0.53104,0.48866,0.41912,0.32138,0.32967,0.32118,0.23772,0.99963,0.99959,0.99955,0.00000
25.28000,0.00000,0.25486,0.23764,0.23963,0.25064,0.23676,0.38908,0.53125,0.48861,0.41923,0.32148,0.32922,0.32118,0.23772,0.99957,0.99954,0.99955,0.00000
25.29000,0.00000,0.25486,0.23764,0.23963,0.25054,0.23676,0.38954,0.53135,0.48872,0.41917,0.32153,0.32902,0.32118,0.23767,0.99963,0.99933,0.99955,0.00000
25.30000,0.00000,0.25476,0.23774,0.23974,0.25049,0.23697,0.38949,0.53114,0.48887,0.41928,0.32153,0.32907,0.32118,0.23783,0.99942,0.99938,0.99945,0.00000
25.31000,0.00000,0.25471,0.23774,0.23958,0.25054,0.23692,0.38980,0.53135,0.48892,0.41928,0.32158,0.32897,0.32123,0.23783,0.99957,0.99949,0.99950,0.00000
25.32000,0.00000,0.25471,0.23764,0.23942,0.25064,0.23681,0.38934,0.53120,0.48877,0.41933,0.32148,0.32907,0.32118,0.23777,0.99937,0.99954,0.99950,0.00000
25.33000,0.00000,0.25476,0.23779,0.23952,0.25059,0.23687,0.38924,0.53120,0.48856,0.41928,0.32153,0.32912,0.32113,0.23783,0.99942,0.99938,0.99950,0.00000
25.34000,0.00000,0.25476,0.23779,0.23963,0.25054,0.23692,0.38970,0.53145,0.48877,0.41928,0.32173,0.32927,0.32123,0.23777,0.99937,0.99943,0.99961,0.00000
25.35000,0.00000,0.25476,0.23785,0.23968,0.25059,0.23687,0.38903,0.53140,0.48872,0.41933,0.32158,0.32932,0.32118,0.23777,0.99952,0.99949,0.99955,0.00000
25.36000,0.00000,0.25486,0.23779,0.23963,0.25075,0.23676,0.38934,0.53150,0.48872,0.41938,0.32163,0.32907,0.32132,0.23783,0.99957,0.99954,0.99940,0.00000
25.37000,0.00000,0.25456,0.23774,0.23937,0.25049,0.23676,0.38918,0.53150,0.48845,0.41933,0.32163,0.32897,0.32108,0.23788,0.99957,0.99933,0.99950,0.00000
25.38000,0.00000,0.25446,0.23764,0.23926,0.25044,0.23666,0.38810,0.53130,0.48840,0.41923,0.32168,0.32841,0.32108,0.23783,0.99952,0.99949,0.99945,0.00000
25.39000,0.00000,0.25451,0.23748,0.23947,0.25044,0.23671,0.38846,0.53135,0.48835,0.41907,0.32153,0.32877,0.32099,0.23783,0.99947,0.99949,0.99961,0.00000
25.40000,0.00000,0.25451,0.23743,0.23926,0.25044,0.23655,0.38872,0.53125,0.48814,0.41901,0.32143,0.32912,0.32065,0.23772,0.99952,0.99933,0.99950,0.00000
25.41000,0.00000,0.25446,0.23737,0.23910,0.25039,0.23645,0.38764,0.53130,0.48814,0.41896,0.32133,0.32942,0.32055,0.23767,0.99952,0.99938,0.99950,0.00000
25.42000,0.00000,0.25431,0.23722,0.23910,0.25024,0.23639,0.38774,0.53114,0.48809,0.41891,0.32122,0.32932,0.32036,0.23752,0.99957,0.99954,0.99966,0.00000
25.43000,0.00000,0.25401,0.23722,0.23884,0.25019,0.23613,0.38723,0.53099,0.48793,0.41864,0.32117,0.32907,0.32017,0.23741,0.99957,0.99933,0.99950,0.00000
25.44000,0.00000,0.25390,0.23695,0.23847,0.24999,0.23592,0.38697,0.53074,0.48746,0.41849,0.32112,0.32816,0.31978,0.23731,0.99952,0.99943,0.99955,0.00000
25.45000,0.00000,0.25365,0.23685,0.23826,0.24968,0.23561,0.38651,0.53023,0.48678,0.41801,0.32092,0.32806,0.31940,0.23716,0.99947,0.99959,0.99940,0.00000
25.46000,0.00000,0.25335,0.23648,0.23784,0.24953,0.23535,0.38676,0.52997,0.48642,0.41775,0.32045,0.32761,0.31911,0.23695,0.99952,0.99954,0.99945,0.00000
25.47000,0.00000,0.25320,0.23632,0.23778,0.24928,0.23524,0.38604,0.52977,0.48584,0.41748,0.32040,0.32695,0.31887,0.23674,0.99942,0.99938,0.99955,0.00000
25.48000,0.00000,0.25315,0.23622,0.23747,0.24918,0.23508,0.38645,0.52946,0.48532,0.41711,0.31999,0.32700,0.31873,0.23664,0.99963,0.99933,0.99961,0.00000
25.49000,0.00000,0.25289,0.23596,0.23736,0.24898,0.23487,0.38465,0.52916,0.48464,0.41685,0.31984,0.32599,0.31858,0.23643,0.99963,0.99938,0.99955,0.00000
25.50000,0.00000,0.25249,0.23580,0.23720,0.24872,0.23467,0.38542,0.52870,0.48443,0.41664,0.31953,0.32619,0.31820,0.23633,0.99947,0.99949,0.99955,0.00000
25.51000,0.00000,0.25254,0.23569,0.23715,0.24872,0.23451,0.38548,0.52850,0.48423,0.41622,0.31943,0.32609,0.31796,0.23612,0.99947,0.99943,0.99966,0.00000
25.52000,0.00000,0.25234,0.23543,0.23699,0.24857,0.23451,0.38367,0.52824,0.48376,0.41606,0.31912,0.32619,0.31777,0.23581,0.99952,0.99938,0.99950,0.00000
25.53000,0.00000,0.25214,0.23522,0.23683,0.24837,0.23430,0.38403,0.52799,0.48355,0.41574,0.31892,0.32625,0.31738,0.23587,0.99947,0.99949,0.99945,0.00000
25.54000,0.00000,0.25193,0.23507,0.23668,0.24807,0.23409,0.38367,0.52783,0.48313,0.41548,0.31871,0.32604,0.31719,0.23561,0.99952,0.99938,0.99955,0.00000
25.55000,0.00000,0.25178,0.23501,0.23631,0.24802,0.23383,0.38337,0.52773,0.48261,0.41511,0.31856,0.32579,0.31680,0.23535,0.99947,0.99938,0.99955,0.00000
25.56000,0.00000,0.25163,0.23491,0.23625,0.24771,0.23367,0.38306,0.52717,0.48219,0.41479,0.31836,0.32529,0.31666,0.23525,0.99957,0.99959,0.99955,0.00000
25.57000,0.00000,0.25133,0.23454,0.23610,0.24761,0.23351,0.38264,0.52707,0.48182,0.41442,0.31795,0.32539,0.31637,0.23520,0.99947,0.99943,0.99955,0.00000
25.58000,0.00000,0.25107,0.23433,0.23578,0.24741,0.23320,0.38280,0.52692,0.48151,0.41432,0.31774,0.32519,0.31613,0.23494,0.99952,0.99943,0.99950,0.00000
25.59000,0.00000,0.25077,0.23417,0.23546,0.24726,0.23294,0.38239,0.52666,0.48115,0.41400,0.31754,0.32488,0.31575,0.23468,0.99963,0.99949,0.99950,0.00000
25.60000,0.00000,0.25062,0.23396,0.23530,0.24680,0.23273,0.38254,0.52615,0.48052,0.41358,0.31723,0.32458,0.31546,0.23442,0.99942,0.99943,0.99950,0.00000
25.61000,0.00000,0.25047,0.23375,0.23504,0.24670,0.23257,0.38337,0.52595,0.48015,0.41315,0.31687,0.32428,0.31517,0.23432,0.99952,0.99943,0.99966,0.00000
25.62000,0.00000,0.25016,0.23339,0.23488,0.24660,0.23215,0.38285,0.52554,0.47968,0.41284,0.31672,0.32403,0.31479,0.23411,0.99963,0.99938,0.99950,0.00000
25.63000,0.00000,0.24996,0.23328,0.23462,0.24625,0.23210,0.38223,0.52514,0.47921,0.41231,0.31641,0.32312,0.31469,0.23380,0.99957,0.99933,0.99950,0.00000
25.64000,0.00000,0.24956,0.23291,0.23425,0.24600,0.23189,0.38079,0.52463,0.47869,0.41204,0.31605,0.32266,0.31421,0.23360,0.99957,0.99933,0.99966,0.00000
25.65000,0.00000,0.24951,0.23270,0.23409,0.24589,0.23163,0.38105,0.52422,0.47817,0.41162,0.31574,0.32256,0.31426,0.23344,0.99957,0.99954,0.99950,0.00000
25.66000,0.00000,0.24930,0.23260,0.23398,0.24569,0.23142,0.38064,0.52391,0.47770,0.41136,0.31554,0.32206,0.31392,0.23318,0.99963,0.99943,0.99955,0.00000
25.67000,0.00000,0.24900,0.23244,0.23383,0.24539,0.23142,0.37991,0.52386,0.47739,0.41099,0.31533,0.32135,0.31378,0.23313,0.99937,0.99954,0.99971,0.00000
25.68000,0.00000,0.24895,0.23228,0.23362,0.24529,0.23116,0.37950,0.52346,0.47692,0.41072,0.31503,0.32034,0.31373,0.23293,0.99963,0.99943,0.99955,0.00000
25.69000,0.00000,0.24860,0.23197,0.23330,0.24504,0.23089,0.37976,0.52279,0.47645,0.41041,0.31472,0.32024,0.31330,0.23272,0.99942,0.99954,0.99945,0.00000
25.70000,0.00000,0.24840,0.23176,0.23298,0.24488,0.23068,0.37899,0.52254,0.47582,0.40999,0.31436,0.31974,0.31301,0.23241,0.99952,0.99954,0.99950,0.00000
25.71000,0.00000,0.24804,0.23160,0.23288,0.24453,0.23032,0.37852,0.52234,0.47514,0.40962,0.31405,0.31934,0.31416,0.23226,0.99952,0.99933,0.99955,0.00000
25.72000,0.00000,0.24769,0.23118,0.23251,0.24418,0.23011,0.37791,0.52178,0.47436,0.40904,0.31370,0.31858,0.31339,0.23205,0.99942,0.99954,0.99961,0.00000
25.73000,0.00000,0.24728,0.23097,0.23203,0.24392,0.22958,0.37822,0.52152,0.47368,0.40861,0.31349,0.31772,0.31267,0.23169,0.99942,0.99933,0.99940,0.00000
25.74000,0.00000,0.24693,0.23050,0.23156,0.24372,0.22916,0.37760,0.52076,0.47279,0.40824,0.31288,0.31742,0.31195,0.23138,0.99952,0.99954,0.99940,0.00000
25.75000,0.00000,0.24663,0.23024,0.23145,0.24332,0.22901,0.37677,0.52030,0.47216,0.40772,0.31252,0.31747,0.31113,0.23102,0.99947,0.99943,0.99955,0.00000
25.76000,0.00000,0.24637,0.22982,0.23119,0.24312,0.22890,0.37667,0.51989,0.47180,0.40703,0.31216,0.31737,0.31084,0.23081,0.99957,0.99943,0.99955,0.00000
25.77000,0.00000,0.24612,0.22971,0.23092,0.24281,0.22869,0.37703,0.51948,0.47122,0.40666,0.31175,0.31722,0.31027,0.23050,0.99963,0.99949,0.99961,0.00000
25.78000,0.00000,0.24592,0.22955,0.23056,0.24266,0.22822,0.37610,0.51908,0.47060,0.40629,0.31139,0.31626,0.30969,0.23030,0.99952,0.99943,0.99940,0.00000
25.79000,0.00000,0.24556,0.22919,0.23034,0.24236,0.22796,0.37554,0.51862,0.46997,0.40571,0.31108,0.31570,0.30935,0.22999,0.99957,0.99943,0.99950,0.00000
25.80000,0.00000,0.24541,0.22903,0.23034,0.24200,0.22796,0.37497,0.51811,0.46961,0.40534,0.31083,0.31550,0.30887,0.22983,0.99957,0.99938,0.99955,0.00000
25.81000,0.00000,0.24526,0.22877,0.23029,0.24185,0.22765,0.37543,0.51775,0.46940,0.40508,0.31052,0.31535,0.31003,0.22963,0.99952,0.99943,0.99961,0.00000
25.82000,0.00000,0.24501,0.22871,0.22987,0.24170,0.22749,0.37543,0.51755,0.46898,0.40476,0.31016,0.31525,0.30984,0.22942,0.99952,0.99943,0.99945,0.00000
25.83000,0.00000,0.24481,0.22845,0.22982,0.24160,0.22733,0.37554,0.51709,0.46851,0.40434,0.30991,0.31465,0.30940,0.22916,0.99957,0.99949,0.99950,0.00000
25.84000,0.00000,0.24465,0.22830,0.22961,0.24130,0.22702,0.37471,0.51658,0.46825,0.40402,0.30965,0.31444,0.30892,0.22901,0.99947,0.99954,0.99945,0.00000
25.85000,0.00000,0.24435,0.22835,0.22939,0.24115,0.22707,0.37425,0.51653,0.46788,0.40376,0.30939,0.31465,0.30839,0.22875,0.99957,0.99943,0.99955,0.00000
25.86000,0.00000,0.24425,0.22793,0.22924,0.24084,0.22686,0.37389,0.51628,0.46757,0.40349,0.30914,0.31465,0.30815,0.22875,0.99952,0.99954,0.99950,0.00000
25.87000,0.00000,0.24395,0.22767,0.22908,0.24079,0.22675,0.37343,0.51592,0.46731,0.40312,0.30888,0.31480,0.31214,0.22844,0.99947,0.99943,0.99950,0.00000
25.88000,0.00000,0.24354,0.22735,0.22881,0.24049,0.22628,0.37327,0.51541,0.46673,0.40275,0.30857,0.31409,0.31137,0.22823,0.99952,0.99949,0.99961,0.00000
25.89000,0.00000,0.24339,0.22719,0.22855,0.24024,0.22613,0.37260,0.51505,0.46616,0.40238,0.30816,0.31328,0.31032,0.22803,0.99952,0.99943,0.99966,0.00000
25.90000,0.00000,0.24309,0.22698,0.22818,0.23993,0.22581,0.37188,0.51465,0.46543,0.40185,0.30801,0.31288,0.30921,0.22772,0.99952,0.99943,0.99950,0.00000
25.91000,0.00000,0.24283,0.22672,0.22776,0.23968,0.22560,0.37126,0.51429,0.46470,0.40143,0.30745,0.31263,0.30820,0.22725,0.99963,0.99949,0.99955,0.00000
25.92000,0.00000,0.24258,0.22641,0.22755,0.23923,0.22550,0.37070,0.51368,0.46433,0.40106,0.30714,0.31228,0.30810,0.22710,0.99952,0.99954,0.99955,0.00000
25.93000,0.00000,0.24223,0.22609,0.22744,0.23912,0.22497,0.37013,0.51312,0.46360,0.40059,0.30673,0.31167,0.30782,0.22705,0.99952,0.99949,0.99955,0.00000
25.94000,0.00000,0.24193,0.22599,0.22707,0.23882,0.22487,0.36982,0.51266,0.46313,0.40032,0.30642,0.31112,0.31464,0.22669,0.99947,0.99954,0.99940,0.00000
25.95000,0.00000,0.24193,0.22588,0.22702,0.23862,0.22476,0.36977,0.51225,0.46282,0.39995,0.30627,0.31081,0.31315,0.22638,0.99963,0.99949,0.99950,0.00000
25.96000,0.00000,0.24172,0.22557,0.22681,0.23857,0.22434,0.36926,0.51190,0.46256,0.39953,0.30601,0.31056,0.31166,0.22627,0.99957,0.99933,0.99955,0.00000
25.97000,0.00000,0.24167,0.22536,0.22686,0.23837,0.22440,0.36982,0.51154,0.46230,0.39927,0.30586,0.30991,0.31041,0.22617,0.99947,0.99949,0.99940,0.00000
25.98000,0.00000,0.24152,0.22536,0.22670,0.23821,0.22440,0.37013,0.51124,0.46172,0.39900,0.30555,0.30955,0.30945,0.22597,0.99942,0.99938,0.99955,0.00000
25.99000,0.00000,0.24122,0.22504,0.22649,0.23791,0.22408,0.36993,0.51093,0.46146,0.39874,0.30540,0.30910,0.30863,0.22576,0.99957,0.99949,0.99955,0.00000
26.00000,0.00000,0.24086,0.22494,0.22618,0.23786,0.22382,0.36977,0.51047,0.46094,0.39858,0.30494,0.30789,0.31036,0.22550,0.99952,0.99943,0.99950,0.00000
26.01000,0.00000,0.24091,0.22483,0.22618,0.23756,0.22377,0.36874,0.51001,0.46057,0.39816,0.30478,0.30688,0.31483,0.22540,0.99942,0.99943,0.99971,0.00000
26.02000,0.00000,0.24056,0.22462,0.22602,0.23746,0.22351,0.36828,0.50981,0.46010,0.39768,0.30453,0.30653,0.31363,0.22540,0.99957,0.99938,0.99950,0.00000
26.03000,0.00000,0.24031,0.22436,0.22570,0.23705,0.22324,0.36699,0.50920,0.45958,0.39737,0.30427,0.30632,0.32733,0.22499,0.99963,0.99943,0.99955,0.00000
26.04000,0.00000,0.24021,0.22415,0.22544,0.23695,0.22298,0.36735,0.50884,0.45901,0.39700,0.30397,0.31021,0.35905,0.22488,0.99957,0.99943,0.99950,0.00000
26.05000,0.00000,0.23990,0.22404,0.22528,0.23675,0.22277,0.37162,0.50864,0.45922,0.39747,0.30934,0.32645,0.39880,0.22457,0.99957,0.99959,0.99961,0.00000
26.06000,0.00000,0.23965,0.22368,0.22502,0.23634,0.22686,0.37873,0.50894,0.46235,0.40122,0.33264,0.34642,0.43498,0.22442,0.99947,0.99949,0.99961,0.00000
26.07000,0.00000,0.23930,0.22357,0.22475,0.23624,0.24158,0.38867,0.51027,0.46606,0.40655,0.36490,0.36674,0.46963,0.22416,0.99957,0.99943,0.99966,0.00000
